date,platform,content_type,post_id,followers,impressions,likes,shares,comments,ad_spend_usd,hashtag,clicks,revenue_usd,leads,customers,avg_order_value,avg_orders_per_year,avg_cust_lifespan
17-01-2024,TikTok,Reel,POST00877,45314,89962,283,959,445,475.62,#digital,15541,2163.7,219,119,123.94,3,3.44
26-03-2024,LinkedIn,Image,POST00878,46095,45566,2316,715,102,207.31,#branding,1842,531.1,281,111,137.34,9,2.9
05-05-2024,Facebook,Story,POST00879,15270,3873,1168,55,379,236.01,#growth,50,427.24,451,395,196.76,6,1.6
13-02-2024,TikTok,Story,POST00880,31908,10835,1716,719,341,31.09,#marketing,784,92.29,377,432,75.5,4,4.94
25-01-2024,Instagram,Live,POST00881,16523,24241,1781,552,145,23.6,#socialmedia,2121,100.39,280,358,56.36,9,4.69
24-05-2024,Twitter,Image,POST00882,48068,11192,431,31,367,360,#digital,1780,1715.17,245,469,31.26,5,4.07
13-01-2024,TikTok,Reel,POST00883,20991,47795,1219,526,429,271.36,#digital,4518,821.17,386,417,29.39,5,3.04
25-01-2024,TikTok,Story,POST00884,11775,46041,4685,573,415,256.81,#marketing,6703,1184.97,451,250,77.55,3,1.2
08-03-2024,Twitter,Image,POST00885,13265,34557,900,666,26,125.35,#branding,2383,242.43,187,51,72.14,7,1.62
17-05-2024,TikTok,Story,POST00886,20459,67483,4827,283,219,373.65,#socialmedia,7372,732.1,437,120,126.28,10,2.21
07-03-2024,Instagram,Reel,POST00887,17673,20083,3277,720,17,88.28,#marketing,2508,390.91,443,270,166.17,5,3.34
18-04-2024,Instagram,Story,POST00888,28056,23265,4986,831,166,99.02,#branding,3456,345.35,433,121,59.98,7,1.14
25-05-2024,Twitter,Live,POST00889,7614,59787,1483,493,432,233.05,#digital,10402,955.98,290,340,119.79,8,1.85
20-04-2024,LinkedIn,Live,POST00890,37020,24406,3253,186,476,146.71,#growth,346,430.31,191,204,33.9,7,2.77
20-04-2024,Facebook,Story,POST00891,8415,85603,4488,497,81,127.49,#socialmedia,7024,629.07,153,166,168.75,8,4.65
03-02-2024,LinkedIn,Image,POST00892,24155,80175,2191,441,427,324.39,#socialmedia,12613,1641.97,127,136,153.92,5,4.91
20-04-2024,TikTok,Image,POST00893,44884,47025,1459,129,71,327.23,#branding,4476,1827.53,302,171,187.02,11,4.6
08-01-2024,Facebook,Image,POST00894,17964,38730,3106,638,309,413.14,#marketing,3832,2240.94,63,205,166.25,11,3.4
16-06-2024,Twitter,Story,POST00895,38726,20020,3266,291,478,211.77,#digital,2802,1217.51,426,341,31.55,1,2.55
22-04-2024,Twitter,Image,POST00896,38044,85738,3166,113,253,41.18,#branding,13188,85.69,64,300,32.84,10,1.13
23-03-2024,Facebook,Reel,POST00897,38544,52434,1600,198,161,140.46,#growth,7007,721.86,214,495,27.74,8,3.5
11-02-2024,Instagram,Live,POST00898,33252,26066,4249,12,326,490.1,#growth,62,2768.63,208,70,171.42,7,1.92
17-06-2024,Facebook,Reel,POST00899,4832,73693,3991,270,419,300.15,#growth,3189,538.57,286,75,29.04,4,4.49
10-04-2024,TikTok,Image,POST00900,26275,30634,1445,600,401,356.32,#branding,5225,814.87,356,233,75.32,5,3.63
06-01-2024,Instagram,Reel,POST00901,15901,10845,233,214,37,8.64,#digital,1269,38.89,178,94,64.03,1,2.71
28-06-2024,Twitter,Image,POST00902,39213,41685,229,443,442,261.51,#socialmedia,5457,946.66,53,73,24.46,3,3.7
26-01-2024,Facebook,Story,POST00903,35148,93449,4284,789,392,23.58,#marketing,415,90.51,281,138,86.11,8,4.63
04-03-2024,LinkedIn,Reel,POST00904,43633,71244,1664,511,200,286.77,#socialmedia,13041,535.43,160,376,192.8,1,3.05
28-02-2024,LinkedIn,Story,POST00905,23918,33955,4538,446,493,460.78,#digital,5925,705.93,243,259,166.21,8,3.93
18-04-2024,TikTok,Story,POST00906,47694,28518,274,985,199,484.37,#socialmedia,3458,1149.65,489,470,166.27,3,1.49
30-04-2024,LinkedIn,Video,POST00907,20540,54719,963,992,254,272.57,#branding,9880,414.57,81,114,51.33,11,1.28
02-02-2024,Facebook,Image,POST00908,12580,46491,4534,714,178,231.81,#growth,6676,716.06,496,71,43.86,8,4.94
29-05-2024,Facebook,Live,POST00909,39402,74116,3743,73,34,472.78,#digital,10930,788.6,161,342,123.01,8,2.53
21-01-2024,LinkedIn,Image,POST00910,39578,87938,2784,536,81,338.44,#digital,890,1440.04,392,34,179.49,3,4.96
10-03-2024,Facebook,Live,POST00911,25917,9986,3134,100,388,37.13,#socialmedia,953,166.67,316,355,153.27,4,2.8
21-04-2024,TikTok,Image,POST00912,23318,39362,489,175,397,235.53,#branding,3370,1042.65,241,445,97.36,1,4.92
04-01-2024,Instagram,Story,POST00913,11179,59370,3524,426,219,123.92,#socialmedia,3380,570.75,200,243,94.29,2,1.45
03-04-2024,TikTok,Reel,POST00914,13251,87194,1363,116,157,237.55,#socialmedia,6327,942.05,165,410,155.26,5,3.32
15-03-2024,TikTok,Reel,POST00915,46899,44356,3332,165,3,230.46,#digital,7324,859.53,84,25,114.19,6,2.74
02-03-2024,Facebook,Video,POST00916,20493,86555,3888,40,166,293.16,#socialmedia,593,941.05,183,431,146.1,5,1.97
03-04-2024,Instagram,Live,POST00917,21466,31879,899,428,467,181.6,#growth,363,491.41,351,405,198.46,11,2.13
04-04-2024,Facebook,Live,POST00918,31206,65229,3864,343,447,86.31,#socialmedia,9294,153.39,180,150,112.43,5,4.86
31-05-2024,Twitter,Live,POST00919,46475,28878,934,423,408,254.34,#growth,2285,965.24,57,68,105.29,11,3.81
24-02-2024,Facebook,Story,POST00920,20624,54853,2180,365,411,415.95,#digital,6611,1781.79,253,122,178.24,4,1.84
16-05-2024,Facebook,Live,POST00921,27564,50496,1912,119,203,333.69,#branding,4690,655.45,218,497,75.31,3,1.88
10-05-2024,Facebook,Reel,POST00922,23412,14531,4883,608,193,172.49,#growth,1928,551.47,115,131,81.58,5,3.92
31-01-2024,Instagram,Story,POST00923,28990,80572,2405,656,234,468.08,#branding,10113,940.02,50,384,66.11,5,1.67
09-02-2024,Facebook,Image,POST00924,36517,66482,38,727,205,456.54,#branding,12303,2028.98,358,74,143.51,1,1.65
05-02-2024,Instagram,Live,POST00925,14156,37183,44,228,149,108.63,#growth,6448,454.24,128,255,35.44,7,4.09
31-05-2024,LinkedIn,Live,POST00926,24064,18118,3599,824,158,24.51,#digital,3446,133,401,209,136.44,5,1.14
06-01-2024,Twitter,Image,POST00927,26711,7087,2680,129,278,371.95,#marketing,313,1617.33,320,197,138.81,1,1.01
06-03-2024,Instagram,Live,POST00928,31106,63290,3375,351,303,414.67,#branding,5582,813.75,93,248,148.82,5,1.25
15-03-2024,LinkedIn,Image,POST00929,17589,31980,598,888,403,484.09,#branding,3485,2536.67,441,251,36.07,9,1.98
04-01-2024,Instagram,Story,POST00930,24736,99030,3228,317,380,445.47,#digital,4492,1877.98,471,226,109.04,2,4.05
19-03-2024,Instagram,Reel,POST00931,21975,21027,3148,983,165,302.26,#digital,38,1262.97,198,226,155.31,9,3.93
13-05-2024,Twitter,Image,POST00932,37218,24069,913,648,310,267.38,#socialmedia,323,1302.13,56,51,181.11,11,4.93
27-04-2024,TikTok,Video,POST00933,8214,11651,4096,835,67,18.78,#digital,1216,34.94,345,375,141.92,4,4.82
22-04-2024,TikTok,Image,POST00934,31581,71594,2179,336,462,127.09,#branding,9934,673.08,77,448,51.06,4,1.63
03-04-2024,Instagram,Live,POST00935,21195,59674,349,272,87,232.51,#growth,9760,912.9,150,307,135.88,10,4.94
27-06-2024,Facebook,Story,POST00936,45582,45239,4280,116,216,316.11,#marketing,4078,707,439,436,156.9,5,2.31
02-03-2024,LinkedIn,Story,POST00937,28127,33454,1724,817,0,280.84,#socialmedia,3573,926.98,463,442,72.97,8,3.17
19-03-2024,Facebook,Image,POST00938,6141,35803,4702,367,134,372.6,#growth,6040,648.86,225,299,171.97,6,4
15-05-2024,Facebook,Reel,POST00939,29884,35200,4556,93,184,143.48,#marketing,2890,303.54,477,26,151.84,1,3.49
26-01-2024,Instagram,Video,POST00940,25885,93536,566,167,350,284.65,#marketing,719,1644.79,459,489,78.73,2,3.57
27-06-2024,Instagram,Story,POST00941,3708,68068,3097,953,139,48.63,#marketing,2799,209.38,126,494,61.51,7,3.26
21-06-2024,Instagram,Live,POST00942,19375,67288,3276,714,105,209.76,#growth,9296,541.71,139,99,180.06,4,3.44
13-02-2024,Instagram,Live,POST00943,16088,71545,3577,340,132,376.33,#socialmedia,12663,2000.21,367,263,152.79,3,3.37
12-05-2024,TikTok,Reel,POST00944,45602,38342,2066,660,107,348.23,#socialmedia,3267,1359.21,453,391,83.96,6,1.16
10-03-2024,Instagram,Story,POST00945,46046,14400,3909,913,177,495.37,#marketing,134,2898.08,382,331,158.78,5,1.7
02-06-2024,TikTok,Image,POST00946,11014,80559,1026,694,297,142.56,#growth,524,457.4,328,140,80.07,2,1.14
27-04-2024,TikTok,Live,POST00947,4273,2381,2072,924,357,251.6,#marketing,186,645.37,426,240,196.24,11,2.95
08-03-2024,Instagram,Reel,POST00948,48135,33537,848,151,379,168.12,#digital,3292,962.13,59,416,121.15,6,1.13
19-01-2024,Twitter,Story,POST00949,38306,2130,1647,585,395,223.1,#socialmedia,140,657.21,360,31,180.3,7,4.81
20-01-2024,LinkedIn,Story,POST00950,31881,21289,4331,876,358,429.19,#branding,1005,1479.01,265,361,149.52,8,3.72
22-04-2024,Facebook,Story,POST00951,32486,88559,3506,912,145,343.68,#marketing,11697,858.31,65,246,185.99,11,4.47
19-05-2024,TikTok,Story,POST00952,13541,83994,1823,273,449,441.81,#digital,10652,916.04,257,477,162.7,4,1.28
16-02-2024,LinkedIn,Story,POST00953,9712,46651,3489,553,73,105.74,#socialmedia,8455,234.05,95,414,25.03,8,2.86
01-01-2024,Twitter,Live,POST00954,10168,49420,1461,495,462,437.31,#growth,4023,1980.12,151,102,135.5,4,2.06
30-03-2024,Facebook,Reel,POST00955,4551,67731,2323,723,477,34.58,#socialmedia,7267,157.69,192,66,34.5,10,2.23
21-05-2024,Facebook,Story,POST00956,13297,80857,1524,100,107,444.86,#growth,12164,2556.19,435,476,151.73,8,3.24
04-03-2024,TikTok,Video,POST00957,44733,3762,1241,556,121,167.89,#growth,528,858.82,421,44,170.6,2,1.44
07-02-2024,Instagram,Video,POST00958,28128,67481,1655,81,16,160.72,#marketing,6958,361.9,96,226,65.5,4,1.25
06-02-2024,Twitter,Reel,POST00959,3832,82472,3009,528,195,258.48,#marketing,371,1160.1,51,53,144.46,6,3.83
05-05-2024,TikTok,Image,POST00960,29483,75985,3450,72,326,470.64,#socialmedia,13240,2292.12,234,465,181.11,3,4.27
18-05-2024,Twitter,Image,POST00961,23063,55222,4066,13,317,28.65,#digital,7991,131.74,205,253,146.12,4,3.89
09-04-2024,Instagram,Image,POST00962,23963,89999,315,432,296,179.35,#socialmedia,12826,384.28,79,296,188.38,5,4.19
17-03-2024,Instagram,Video,POST00963,14422,51318,3546,156,478,429,#branding,228,1980.3,355,408,72.65,1,4.57
03-01-2024,TikTok,Image,POST00964,33920,30432,1733,734,498,201.05,#growth,4706,830.26,171,102,103.56,3,4.5
09-06-2024,Instagram,Live,POST00965,12156,7401,1699,131,251,103.58,#growth,1466,231.25,438,74,109.15,3,2.89
13-05-2024,LinkedIn,Story,POST00966,12108,99523,1527,337,486,215.27,#marketing,8546,504.28,373,179,49.67,7,3.44
26-06-2024,Facebook,Video,POST00967,32845,9097,3927,403,118,195.85,#digital,1161,371.59,193,251,195.37,7,3.06
10-01-2024,TikTok,Reel,POST00968,3800,64409,429,375,161,458.13,#marketing,3815,2129.47,79,430,158.67,10,2.32
05-01-2024,Twitter,Reel,POST00969,39078,72891,2946,887,197,382.16,#branding,103,1851.08,93,219,40.79,11,2.71
30-05-2024,LinkedIn,Story,POST00970,43712,84714,3872,558,497,255.03,#socialmedia,5013,401.18,190,117,160.3,10,3.56
17-05-2024,TikTok,Video,POST00971,3610,8763,4239,106,485,494.24,#socialmedia,385,2802.11,89,300,120.73,1,2.44
20-06-2024,Instagram,Image,POST00972,13067,63793,1460,619,44,235.31,#digital,1144,689.06,140,360,51.32,9,4.12
09-05-2024,Instagram,Image,POST00973,34872,26305,3106,264,313,33.83,#marketing,3059,105.69,259,263,191.67,1,4.31
13-01-2024,Instagram,Live,POST00974,11728,92179,3271,204,178,134.83,#marketing,3070,557.56,80,45,168.3,7,3.9
16-06-2024,Instagram,Live,POST00975,30566,12374,1174,78,381,220.85,#branding,216,809.59,63,221,103.26,1,2.25
09-05-2024,Twitter,Image,POST00976,30783,93565,1879,154,417,82.67,#socialmedia,9119,378.4,445,249,110.47,1,1.92
24-03-2024,LinkedIn,Reel,POST00977,21583,86902,1829,782,43,474.04,#marketing,3275,2701.05,103,144,124.87,9,2.66
05-03-2024,Facebook,Reel,POST00978,21238,14579,2715,987,270,384.59,#digital,731,619.05,444,287,199.68,9,4.34
03-03-2024,Twitter,Live,POST00979,8263,50350,3525,996,77,137.8,#socialmedia,578,226.91,214,109,165.93,3,4.88
10-04-2024,Twitter,Story,POST00980,2914,73279,1352,246,325,297.45,#branding,4741,692.73,319,38,188.8,2,4.15
13-03-2024,Facebook,Image,POST00981,24749,95908,2236,530,177,362.12,#digital,11477,907.65,336,322,75.41,6,3.01
17-01-2024,Facebook,Live,POST00982,20456,9518,1089,857,356,470.93,#growth,199,951.37,299,57,112.3,2,4.9
09-01-2024,Instagram,Live,POST00983,26582,50000,4216,947,497,441.41,#branding,1849,2584.54,406,273,83.97,10,2.6
22-05-2024,Twitter,Image,POST00984,1406,12600,4573,537,415,260.02,#digital,85,1447.94,59,157,191.49,4,3
31-05-2024,TikTok,Image,POST00985,14689,57521,2789,728,450,388.45,#marketing,1357,2311.79,466,194,114.72,5,2.05
07-02-2024,Facebook,Reel,POST00986,33934,20300,2538,153,2,283.26,#growth,1662,1442.71,96,456,39.73,1,4.05
11-06-2024,Facebook,Story,POST00987,34276,63900,823,153,213,278.59,#branding,8762,1669.83,497,336,26.11,2,3.62
03-04-2024,LinkedIn,Story,POST00988,37432,92946,2041,685,341,61.8,#marketing,12686,293.17,379,479,78.23,11,4.66
04-04-2024,TikTok,Image,POST00989,20873,29937,332,91,73,67.44,#growth,4829,347.07,257,139,35.24,2,4.8
18-02-2024,TikTok,Video,POST00990,14050,77037,2979,432,50,267.12,#socialmedia,1876,886.23,279,254,80.72,11,1.85
09-03-2024,Facebook,Live,POST00991,1680,47175,913,337,66,138.09,#marketing,8195,560.45,237,277,152.58,6,3.42
02-03-2024,Instagram,Live,POST00992,19908,20442,1551,479,331,15.41,#digital,1642,37.93,67,399,183.79,3,2.57
26-06-2024,LinkedIn,Image,POST00993,19504,21362,3513,692,92,362.81,#branding,1730,1766.91,92,320,134.87,9,2.94
18-03-2024,TikTok,Video,POST00994,22644,12169,2663,130,175,21.08,#growth,114,103,495,115,181.02,8,1.68
26-04-2024,Facebook,Reel,POST00995,38125,54272,2486,449,144,299.66,#marketing,4488,1266.95,367,333,56.47,6,4.64
29-04-2024,TikTok,Image,POST00996,2363,16416,3350,992,6,271.9,#socialmedia,2841,1305.42,329,461,25.23,8,3.35
16-05-2024,LinkedIn,Image,POST00997,43291,11378,4253,809,268,484.56,#branding,2014,2640.31,256,248,108.24,1,3.86
10-06-2024,LinkedIn,Live,POST00998,36060,3485,1151,786,375,244.69,#branding,350,1208.89,164,104,176.3,2,4
16-03-2024,Twitter,Image,POST00999,2538,98405,859,272,321,36.48,#marketing,17871,135.93,151,174,95.92,1,1.87
